Item,Image,Cost,Role,Type,Tier,Physical Power,Magical Power,Physical Penetration,Magical Penetration,Critical Chance,Attack Speed,Lifesteal,Magical Lifesteal,Omnivamp,Physical Armor,Magical Armor,Tenacity,Max Health,Max Mana,Health Regeneration,Mana Regeneration,Heal & Shield Power,Ability Haste,Movement Speed,Gold Per Second,Ability 1,Ability 2,Ability 3,No Condition,Ability Hits on Heroes,After Level 6,After taking damage,Against Eroded Heroes,Against Heroes below 40% Health,Against Minions,Based on Critical Strike Chance,Based on Enemy Bonus Armor,Buff yourself and nearby Heroes to,Burn nearby Enemy Units,Damage Heroes from afar with Abilities,Damaging Abilities and Basic Attacks,Enhance your Ultimate Ability,Every 8s,For each Level,For every 10% Missing Health,"Gain Effects, based on your location",On Ability Cast,On Ability Hits to Heroes or Monsters and Killing Units,On Basic Attacking Heroes,On Basic Attacks,On Dashing or Leaping,"On Dashing, Leaping or exiting Camo",On Dealing Magical Damage,On Dealing Physical Damage,On Healing or Shielding Heroes,On Healing or Shielding an Ally,On Immobilizing Heroes,On Immobilizing an Enemy,On Killing Monsters,On Killing Units,On Killing an Enemy Unit,On Melee Heroes only,On Overhealing from Lifesteal,On Ranged Basic Attack,On Successful Basic Attacks,On Successful Basic Attacks to Heroes or Monsters and Killing Units,On Takedown,On any damage instance towards an Enemy,On being Immobilized,On being hit by a Basic Attack,On casting your Ultimate,On crossing a Fog Wall,On damaging Heroes or Monsters and Unit Kills,On damaging Monsters,On damaging a Hero,On damaging a Hero below 40% Health,On damaging a Shielded Target,On dealing Ability Damage,On dealing Ability Damage to Heroes or Monsters and Unit Kills,On dealing Ability Damage to a Blighted Target,On dealing Ability Damage to a Blighted Unit,On dealing Ability Damage to a Hero,On dealing Magical Damage to a Hero,On dealing Physical Damage,On dealing damage,On dealing damage to Heroes,On dealing damage to Heroes or Monsters,On dealing damage to a Marked Hero,On going below 40% Health,On standing still and unharmed for 2s,On taking Magical Damage,On taking Magical Damage from a Hero,On taking a Hero below 5% Health,On using Sacrificial Strike on a Hero,Once every second,Upon Critically Striking,Upon Executing 25 Minions,Upon damaging an Eroded Hero,Upon triggering Arcane Salvo,When Heatwave Damages a Target,When at 4 stacks of Cyclone,When dealing or receiving damage,When hit by Basic Attacks,While Camouflaged,While Veil is active,While Vital Shield is ready,While below 40% Health,While moving,While moving or casting Abilities,While moving or landing Basic Attacks,While near Enemy Heroes,While near an Ally Hero,While out of combat,While within 475u of an Enemy Unit
Vanguardian,/images/items/Star-Slayer.webp,2500,Support,Defensive Aura,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guardian - Nearby Allied Heroes gain: ‚ 12 Physical Armor.‚ 10 Magical Armor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guardian - Nearby Allied Heroes gain: ‚ 12 Physical Armor.‚ 10 Magical Armor.,0,0
Hexbound Bracers,/images/items/Hexbound-Bracers.webp,2500,Support,Reduced Cooldowns,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,20.0,0.0,0.0,Mana Reactor: • Restore Mana equal to 20% of damage taken.,Hexed Guard: • Take 5 (+1 per Level) less damage from Hero Basic Attacks.,0,Hexed Guard: • Take 5 (+1 per Level) less damage from Hero Basic Attacks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Tear,/images/items/Crystal-Tear.webp,2500,Support,Utility,Tier 3,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,10.0,10.0,0.0,0.0,Elation - On Healing or Shielding Heroes:  You both gain 30 Magical Power for 5s. You both gain 15 Ability Haste for 5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elation - On Healing or Shielding Heroes:  You both gain 30 Magical Power for 5s. You both gain 15 Ability Haste for 5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tainted Charm,/images/items/TaintedCharm.webp,2550,Support,Anti Heal,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,375.0,0.0,0.0,125.0,0.0,10.0,0.0,0.0,Blighted Presence - While near Enemy Heroes: • Reduce their Healing by 45%.• Slow them by 10%.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blighted Presence - While near Enemy Heroes: • Reduce their Healing by 45%.• Slow them by 10%.,0,0,0
Frosted Lure,/images/items/Frosted-Lure.webp,2550,Support,Defense,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Frostwave - 45s CD - On being near Enemy Heroes for 4s: • Deal 50 (+5% Max Health) Damage to nearby Heroes.• Slows by 40% for 1.5s.• Shields you for 140% of the damage dealt for 4s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frostwave - 45s CD - On being near Enemy Heroes for 4s: • Deal 50 (+5% Max Health) Damage to nearby Heroes.• Slows by 40% for 1.5s.• Shields you for 140% of the damage dealt for 4s.,0,0,0
Tainted Totem,/images/items/Flourishing-Totem.webp,2550,Support,Anti Heal,Tier 3,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,125.0,0.0,10.0,0.0,0.0,Blighted Touch - On dealing damage:  Reduce the Target's Healing by 45% for 3s.,Blighted Well - On Healing and Shielding Allies:  Grant them Blighted Touch for 4s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blighted Well - On Healing and Shielding Allies:  Grant them Blighted Touch for 4s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blighted Touch - On dealing damage:  Reduce the Target's Healing by 45% for 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshal,/images/items/Marshal.webp,2550,Support,On Hit Aura,Tier 3,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,15.0,0.0,0.0,Sheriff - Buff yourself and nearby Heroes to: ‚ Gain 15% Attack Speed.‚ Deal 8 (+2 Per Level) Damage On-Hit.,0,0,0,0,0,0,0,0,0,0,0,Sheriff - Buff yourself and nearby Heroes to: ‚ Gain 15% Attack Speed.‚ Deal 8 (+2 Per Level) Damage On-Hit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lunaria,/images/items/Lunaria.webp,2600,Support,Healing And Shielding,Tier 3,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,"Incandescence - On dealing damage to Heroes: ‚ Gain charges equal to 25% of damage dealt.‚ Charge Limit: 100-250, based on Level.",Mending - On Healing or Shielding an Ally Hero: ‚ Consume all Incandescence charges.‚ Heal them for the amount.‚ Prioritizes Lowest Health Target.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mending - On Healing or Shielding an Ally Hero: ‚ Consume all Incandescence charges.‚ Heal them for the amount.‚ Prioritizes Lowest Health Target.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Incandescence - On dealing damage to Heroes: ‚ Gain charges equal to 25% of damage dealt.‚ Charge Limit: 100-250, based on Level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everbloom,/images/items/Everbloom.webp,2600,Support,Healing And Shielding,Tier 3,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Divine Protection - On Healing or Shielding an Ally: ‚ Grant them 5% Damage Mitigation and 15% Tenacity for 2s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Divine Protection - On Healing or Shielding an Ally: ‚ Grant them 5% Damage Mitigation and 15% Tenacity for 2s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Truesilver Bracelet,/images/items/Truesilver-Bracelet.webp,2600,Support,Anti Disruption,Tier 3,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,"Reprisal - 40s CD - On casting your Ultimate: ‚ Gain a 120 (+18% Max Health) Shield for 4s.‚ While the Shield holds you are CC Immune.‚ When removed, it explodes dealing Damage equal to 40% of the initial Shield.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reprisal - 40s CD - On casting your Ultimate: ‚ Gain a 120 (+18% Max Health) Shield for 4s.‚ While the Shield holds you are CC Immune.‚ When removed, it explodes dealing Damage equal to 40% of the initial Shield.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galaxy Greaves,/images/items/Galaxy-Greaves.webp,2600,Support,Mobility,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,10.0,0.0,0.0,ZeroG - While moving: ‚ Generate stacks of ZeroG.‚ At 100 stacks your next jump has increased height.,Celerity - While out of combat: ‚ Gain 6% Movement Speed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZeroG - While moving: ‚ Generate stacks of ZeroG.‚ At 100 stacks your next jump has increased height.,0,0,0,0,Celerity - While out of combat: ‚ Gain 6% Movement Speed.,0
Spectra,/images/items/Spectra.webp,2800,Sharpshooter,On Hit,Tier 3,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Radiant Strikes - On Basic Attacks: ‚ Deal 25 Damage On-Hit.‚ Reduces the Cooldown of Prisma by 3s.‚ Damaging a Hero 3 times with this effect within 3s activates Prisma.,Prisma - 10s CD: ‚ Deals 20 (+3 per Level) Damage.‚ Increases from 1x-3x based on Target's Missing Health.‚ Slows by 40% for 0.3s.,0,Prisma - 10s CD: ‚ Deals 20 (+3 per Level) Damage.‚ Increases from 1x-3x based on Target's Missing Health.‚ Slows by 40% for 0.3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radiant Strikes - On Basic Attacks: ‚ Deal 25 Damage On-Hit.‚ Reduces the Cooldown of Prisma by 3s.‚ Damaging a Hero 3 times with this effect within 3s activates Prisma.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear Rounds,/images/items/Nuclear-Rounds.webp,2800,Sharpshooter,Damage Amp,Tier 3,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Havoc - Based on Critical Strike Chance: ‚ Increase Ability Damage by 4-20%.,0,0,0,0,0,0,0,0,0,Havoc - Based on Critical Strike Chance: ‚ Increase Ability Damage by 4-20%.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onixian Quiver,/images/items/Onixian-Quiver.webp,2800,Sharpshooter,Dueling,Tier 3,0.0,0.0,0.0,0.0,20.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Multishot - On Ranged Basic Attack: • Fire 2 additional projectiles.• Each deals 12-39.96% (increases with Range) ( Physical Power) Damage.• Can Critically Strike and apply Lifesteal.,Onixia - On Melee Heroes only: • Increase your Total Critical Strike Chance by 25%.• Gain 1% Damage Mitigation for every 10% Missing Health.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Onixia - On Melee Heroes only: • Increase your Total Critical Strike Chance by 25%.• Gain 1% Damage Mitigation for every 10% Missing Health.,0,Multishot - On Ranged Basic Attack: • Fire 2 additional projectiles.• Each deals 12-39.96% (increases with Range) ( Physical Power) Damage.• Can Critically Strike and apply Lifesteal.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flux Matrix,/images/items/Flux-Matrix.webp,2850,Tank,Offensive Aura,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,300.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Unstable Shackles - Nearby Enemy Heroes:  Take 10% additional Magical Damage. Have their Tenacity decreased by 20%.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unstable Shackles - Nearby Enemy Heroes:  Take 10% additional Magical Damage. Have their Tenacity decreased by 20%.,0,0,0
Syonic Echo,/images/items/Syonic-Echo.webp,2900,Assassin,Dueling,Tier 3,45.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Duplicity - On Ability Cast: ‚ Your next 2 Basic Attacks within 3s gain 45% Attack Speed.,Close Combat - On Melee Heroes only: ‚ Activating Duplicity resets your Basic Attack Cooldown.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duplicity - On Ability Cast: ‚ Your next 2 Basic Attacks within 3s gain 45% Attack Speed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Close Combat - On Melee Heroes only: ‚ Activating Duplicity resets your Basic Attack Cooldown.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cybernetic Drive,/images/items/Cybernetic-Drive.webp,2900,Tank,Defense,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,300.0,0.0,100.0,0.0,0.0,10.0,0.0,0.0,Lesser Deconstruction - 15s CD - Against Minions:  Your next Basic Attack On-Hit Executes them. Deals 80 (+5% Max Health) Damage to nearby Enemies. Heals you for 30 (+5% Max Health).,Cybernetic Conversion:  Gain 15% Total Physical Armor. Gain 15% Total Magical Armor.,0,Cybernetic Conversion:  Gain 15% Total Physical Armor. Gain 15% Total Magical Armor.,0,0,0,0,0,Lesser Deconstruction - 15s CD - Against Minions:  Your next Basic Attack On-Hit Executes them. Deals 80 (+5% Max Health) Damage to nearby Enemies. Heals you for 30 (+5% Max Health).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catalytic Drive,/images/items/Catalytic-Drive.webp,2900,Tank,Scaling,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,250.0,0.0,80.0,0.0,0.0,10.0,0.0,0.0,Deconstruction - 15s CD - Against Minions: • Your next Basic Attack On-Hit Executes them.• Deals 60 (+5% Max Health) Damage to nearby Enemies.• Heals you for 30 (+5% Max Health).• Minion Executions grant 8 bonus Gold.,Converter - Upon Executing 25 Minions: • Enter Base to Evolve this item into Cybernetic Drive.,0,0,0,0,0,0,0,Deconstruction - 15s CD - Against Minions: • Your next Basic Attack On-Hit Executes them.• Deals 60 (+5% Max Health) Damage to nearby Enemies.• Heals you for 30 (+5% Max Health).• Minion Executions grant 8 bonus Gold.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converter - Upon Executing 25 Minions: • Enter Base to Evolve this item into Cybernetic Drive.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tainted Trident,/images/items/Tainted-Trident.webp,2900,Assassin,Anti Heal,Tier 3,40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Blighted Strikes - On dealing Physical Damage:  Reduce the Target's Healing by 45% for 3s.,Woundseeker - On dealing Ability Damage to a Blighted Unit:  Deal 3 (+6% Physical Penetration)% additional Damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woundseeker - On dealing Ability Damage to a Blighted Unit:  Deal 3 (+6% Physical Penetration)% additional Damage.,0,0,Blighted Strikes - On dealing Physical Damage:  Reduce the Target's Healing by 45% for 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaia Greaves,/images/items/Gaia-Greaves.webp,2900,Fighter,Mobility,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,300.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Tremor - Move to generate up to 100 stacks: ‚ Stacks grant up to 60 Movement Speed.‚ Basic Attacks expend all stacks for bonus Damage.‚ Deals up to 50 (+120% Physical Power) Damage.‚ Lose 50 stacks per second while Slowed or Immobilized.,Unburden: ‚ Increase your Jump Height by 75%.,0,Unburden: ‚ Increase your Jump Height by 75%.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tremor - Move to generate up to 100 stacks: ‚ Stacks grant up to 60 Movement Speed.‚ Basic Attacks expend all stacks for bonus Damage.‚ Deals up to 50 (+120% Physical Power) Damage.‚ Lose 50 stacks per second while Slowed or Immobilized.,0,0,0,0,0,0
Echelon Cloak,/images/items/Echelon-Cloak.webp,2900,Assassin,Utility,Tier 3,35.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,"Shadow - 12s CD - On standing still and unharmed for 2s: • Become Camouflaged.• Moving 800 units from this location, casting an ability, or receiving damage ends this effect.",Unseen Threat - While Camouflaged: • Gain 1% of your Missing Health and Mana every second.• Increase your damage dealt by 8%.• Lasts 3s after exiting Camouflage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shadow - 12s CD - On standing still and unharmed for 2s: • Become Camouflaged.• Moving 800 units from this location, casting an ability, or receiving damage ends this effect.",0,0,0,0,0,0,0,0,0,0,0,0,0,Unseen Threat - While Camouflaged: • Gain 1% of your Missing Health and Mana every second.• Increase your damage dealt by 8%.• Lasts 3s after exiting Camouflage.,0,0,0,0,0,0,0,0,0,0
Unbroken Will,/images/items/Unbroken-WIll.webp,2900,Tank,Anti Disruption,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Undying - On being Immobilized: • Increase your Physical Armor by 25% for 2.5s.• Increase your Magical Armor by 25% for 2.5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undying - On being Immobilized: • Increase your Physical Armor by 25% for 2.5s.• Increase your Magical Armor by 25% for 2.5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overlord,/images/items/Nullifier.webp,2900,Fighter,Area Damage,Tier 3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colossal Cleave - On Successful Basic Attack: ‚ Deal (+30% Physical Power) (+2.5% Max Health) Damage around the Target.‚ Damage decreases from 100% to 50% based on distance.,"Devourer - On Killing an Enemy Unit: ‚ Permanently gain 1 Health.‚ Camp Leaders grant 3.‚ Heroes grant 5.‚ Upon reaching 150 stacks, gain an additional 200 Health.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Devourer - On Killing an Enemy Unit: ‚ Permanently gain 1 Health.‚ Camp Leaders grant 3.‚ Heroes grant 5.‚ Upon reaching 150 stacks, gain an additional 200 Health.",0,0,0,Colossal Cleave - On Successful Basic Attack: ‚ Deal (+30% Physical Power) (+2.5% Max Health) Damage around the Target.‚ Damage decreases from 100% to 50% based on distance.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightfall,/images/items/Nightfall.webp,2900,Assassin,Sustain,Tier 3,45.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eclipse: • Abilities Heal for 12% of damage dealt to Heroes.,Dusk Reaver - On Takedown: • Gain a 200-400 Shield for 3.5s.• Shield size increases with Level.,0,Eclipse: • Abilities Heal for 12% of damage dealt to Heroes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dusk Reaver - On Takedown: • Gain a 200-400 Shield for 3.5s.• Shield size increases with Level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mindrazor,/images/items/Mindrazor.webp,2900,Assassin,Area Damage,Tier 3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0.0,0.0,Razor Cleave - On Successful Basic Attack: • Deal (+35% Physical Power) Damage around the Target.• Damage decreases from 100% to 50% based on distance.,Technician: • Gain (+2% Max Mana) Physical Power.,0,Technician: • Gain (+2% Max Mana) Physical Power.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Razor Cleave - On Successful Basic Attack: • Deal (+35% Physical Power) Damage around the Target.• Damage decreases from 100% to 50% based on distance.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dread,/images/items/Insanity.webp,2900,Assassin,Anti Magic,Tier 3,40.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vital Shield - On receiving Magical Damage from a Hero: • Block 20% of Magical Damage for 3s.• Vital Shield returns after not taking Hero Damage for 20s.,Scourge - While Vital Shield is ready: • Gain 15 Physical Power.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vital Shield - On receiving Magical Damage from a Hero: • Block 20% of Magical Damage for 3s.• Vital Shield returns after not taking Hero Damage for 20s.,0,0,0,0,0,0,0,0,0,0,0,0,0,Scourge - While Vital Shield is ready: • Gain 15 Physical Power.,0,0,0,0,0,0,0,0
